# x, y, dx, dy, 1st best, 2nd best
186,22,2,0,18,55
472,22,0,0,14,81
282,24,0,2,6,104
614,24,-2,2,20,75
952,26,-2,0,2,46
326,28,0,0,12,59
714,28,-2,0,16,108
794,30,0,0,7,54
448,30,0,2,15,23
698,32,-2,0,11,51
810,34,0,0,10,61
960,32,0,2,19,41
426,36,0,0,13,60
450,34,0,2,12,36
264,36,0,2,12,86
694,38,-2,0,16,94
170,38,0,2,17,34
298,38,0,2,12,93
496,38,-2,2,22,81
318,42,0,2,12,54
374,46,0,0,5,52
562,46,0,0,22,84
670,44,0,2,17,51
824,48,0,0,10,59
218,48,0,2,17,54
336,48,0,2,10,58
342,50,0,0,17,68
426,48,-2,2,9,75
844,54,0,0,15,46
370,56,0,0,19,42
554,54,-2,2,15,73
964,58,0,0,11,52
872,60,0,0,6,27
872,60,4,2,17,24
626,62,0,2,23,60
844,64,-2,2,12,34
850,66,0,2,22,46
916,68,-2,0,11,59
928,70,-2,0,8,61
964,70,0,0,9,61
268,72,0,0,23,72
432,72,-2,0,21,96
776,72,-2,0,17,98
424,72,0,2,16,43
494,72,0,2,11,78
288,74,0,2,9,65
310,76,0,4,12,58
462,78,0,2,23,85
756,80,-2,0,21,74
346,80,-2,2,13,28
610,80,0,2,20,49
758,88,-2,0,22,79
814,88,0,0,17,49
892,88,0,0,8,51
186,90,0,2,9,63
352,94,-2,-2,20,27
412,92,0,0,17,59
582,92,0,0,17,34
194,92,0,2,14,90
358,92,0,2,10,37
188,96,0,0,20,64
246,94,0,2,10,60
890,98,0,0,10,55
364,100,-2,0,22,43
194,100,0,2,16,91
276,102,-2,0,18,33
402,102,-2,0,21,52
998,100,0,2,18,66
186,102,0,2,10,73
932,104,0,0,18,51
270,104,0,2,10,58
326,104,-2,2,16,46
398,106,-2,0,13,72
682,106,-2,0,11,82
998,106,-2,0,22,70
202,106,0,2,12,79
856,108,0,0,21,93
314,110,-2,2,20,36
972,112,-2,0,15,54
984,134,-32,-20,22,30
726,116,0,2,19,94
746,118,-2,0,11,68
970,120,0,0,7,37
662,120,-2,2,23,68
420,124,-2,2,11,32
828,126,0,0,23,51
560,130,0,0,14,58
600,130,-2,0,23,118
754,130,-2,0,18,66
194,130,0,2,8,19
536,132,0,0,7,42
240,134,0,0,13,69
810,134,0,0,16,54
840,134,0,0,9,65
984,134,0,0,7,12
236,136,0,0,12,45
270,134,0,2,12,55
300,134,0,2,9,48
668,136,-2,0,12,62
948,136,0,0,4,34
182,136,0,2,9,103
310,136,0,2,7,49
422,136,-2,2,18,35
478,138,0,2,23,78
398,140,0,2,11,41
404,140,0,2,14,42
898,144,0,0,17,75
994,144,-2,0,5,15
802,146,0,0,12,38
948,146,-2,0,12,53
358,148,0,2,10,52
534,148,-2,2,8,55
616,148,0,2,23,116
894,150,0,0,15,99
702,152,0,0,11,123
994,144,6,8,9,13
