# x, y, dx, dy, 1st best, 2nd best
428,22,0,0,5,79
480,22,0,0,4,95
808,22,0,0,5,116
580,24,0,0,8,89
534,26,0,0,8,90
648,26,0,0,6,61
690,24,0,2,21,42
802,26,0,0,8,99
228,28,0,0,6,75
988,30,-4,-2,10,23
692,30,0,0,5,48
926,30,0,0,7,83
954,30,2,0,10,53
336,32,-2,0,19,61
534,32,0,0,10,94
950,32,0,0,6,47
238,34,0,0,9,42
426,34,0,0,8,80
708,34,0,0,6,81
222,36,0,0,5,49
958,36,0,0,5,56
336,38,-2,0,16,60
470,40,0,0,3,86
532,40,0,0,13,82
634,42,0,-2,16,88
698,40,0,0,6,55
802,40,0,0,6,58
384,42,0,0,4,75
798,42,0,0,6,56
560,44,0,0,4,60
758,46,0,-2,20,73
916,44,0,0,5,61
948,44,0,0,7,55
864,46,0,0,8,62
212,56,2,-8,22,62
502,48,0,0,4,51
984,48,0,0,13,62
284,50,0,0,7,44
580,50,0,0,10,80
646,54,0,-4,20,35
916,52,0,0,5,38
242,54,0,0,9,68
766,54,0,0,2,78
798,56,0,0,4,60
1030,56,0,0,7,55
426,60,0,0,7,104
546,62,0,0,7,71
862,62,0,0,9,85
1018,64,0,0,2,42
1022,66,0,-2,18,50
1036,64,0,0,4,53
764,66,0,0,12,60
258,68,0,0,3,62
504,68,0,0,4,58
314,70,0,0,7,50
412,70,0,0,0,51
548,70,0,0,4,54
892,70,0,0,6,43
182,74,0,-2,18,73
330,72,0,0,5,42
542,76,0,-2,12,45
582,76,0,-2,12,68
788,74,0,0,10,91
794,74,0,0,11,61
1022,74,0,0,1,40
232,76,0,0,7,63
716,76,0,0,10,88
948,76,0,0,7,48
662,78,0,0,7,88
854,78,0,0,11,50
948,82,2,-2,20,49
426,82,0,0,3,59
922,82,-2,0,21,46
212,88,0,0,3,44
366,88,0,0,5,90
424,88,0,0,4,82
926,88,0,0,4,53
966,88,0,0,4,43
1038,88,0,0,3,40
348,90,0,0,5,69
186,92,0,0,5,60
212,94,0,0,2,45
568,94,0,0,16,105
866,94,0,0,6,83
974,94,0,0,8,73
1036,94,0,0,1,34
362,96,0,0,3,71
676,96,0,0,7,82
724,98,0,0,10,75
898,98,0,0,7,44
382,100,0,0,5,69
486,100,0,0,12,58
692,102,0,0,10,84
898,102,0,0,5,52
194,104,0,0,4,63
212,104,0,0,2,54
830,104,0,0,4,53
838,104,0,0,9,94
290,106,0,0,9,57
392,106,0,0,5,103
948,106,0,0,5,66
270,108,0,0,6,67
560,108,0,0,8,56
606,108,0,0,11,70
640,108,0,0,9,72
348,114,0,0,2,74
856,114,0,0,8,54
992,114,0,0,3,82
1046,114,0,0,0,49
472,116,0,0,5,91
800,116,0,0,10,108
658,118,0,0,7,90
190,120,0,0,3,63
270,122,0,0,8,54
356,122,0,0,4,47
394,122,0,0,9,73
1060,122,0,0,6,52
706,124,0,0,6,66
874,124,0,0,7,96
1018,126,0,-2,15,74
954,126,0,0,6,57
176,128,0,0,0,80
540,128,0,0,7,47
690,128,0,0,3,68
990,128,0,0,11,73
1058,128,0,0,6,77
806,130,0,0,8,75
862,130,0,0,8,92
220,132,0,0,5,66
372,132,0,0,7,66
880,134,0,0,9,67
916,134,-2,0,19,92
298,136,-2,0,19,57
398,136,0,0,9,80
372,140,0,0,4,61
556,142,0,-2,0,11
614,140,0,0,6,26
802,138,-2,2,19,28
476,144,0,0,7,62
694,144,0,0,13,61
160,150,0,-4,20,46
524,146,0,0,1,41
732,146,0,0,4,39
