# x, y, dx, dy, 1st best, 2nd best
1048,26,2,0,15,75
994,32,0,-2,6,21
1054,34,0,0,12,98
946,40,12,2,14,42
1000,42,2,0,23,76
494,26,-4,18,5,255
1088,46,0,0,9,88
1086,52,0,0,4,64
240,58,2,2,3,10
990,64,0,0,9,13
238,66,2,0,7,17
1100,66,0,0,4,104
258,70,2,-2,13,26
986,68,0,0,3,21
802,66,-4,4,8,10
258,70,0,2,14,35
480,82,-2,-10,15,57
294,76,2,0,2,8
336,78,-6,-2,17,30
1058,80,0,0,7,82
480,82,4,0,4,42
556,88,-6,-6,20,40
988,80,0,2,8,10
1030,84,0,0,10,70
252,92,0,0,0,21
480,94,4,-2,7,35
1024,92,0,0,6,66
480,94,0,0,0,29
286,98,4,2,7,15
1032,102,0,0,6,54
458,106,-2,-2,14,23
490,112,8,-8,10,40
984,106,0,0,4,9
244,110,2,-2,6,19
1068,108,0,0,6,63
286,98,-6,12,4,18
490,112,2,-2,2,25
212,114,2,-2,4,18
984,112,0,0,3,10
1018,114,0,0,16,115
210,118,2,-2,5,17
332,114,-10,2,23,43
294,116,-6,6,17,61
516,122,0,2,2,31
434,126,4,0,10,26
434,126,-4,4,15,35
218,136,2,-2,8,40
576,132,2,2,18,28
710,134,2,2,22,37
1094,140,0,0,10,76
1100,142,0,0,7,90
214,142,0,2,15,37
536,142,-4,6,15,36
580,132,22,16,22,32
1008,148,2,0,20,69
192,150,0,0,6,8
1026,152,0,0,5,76
192,150,-4,4,6,8
664,156,0,0,6,9
1004,160,0,0,9,91
192,150,-10,12,4,6
982,162,2,0,2,8
1060,162,0,0,15,88
982,168,2,0,1,7
506,174,4,0,9,31
1008,174,0,0,10,79
466,180,0,-2,8,17
270,182,-4,-2,10,28
78,198,4,-16,7,11
506,174,16,8,19,41
258,208,-4,-24,20,26
36,200,18,-14,12,15
506,174,-8,14,12,18
708,188,0,0,5,18
152,200,14,-10,21,29
696,192,0,0,2,5
712,192,0,0,6,12
40,212,-18,-16,12,19
202,226,20,-30,5,11
700,196,0,0,2,5
974,196,0,0,8,12
1016,196,0,0,8,82
40,212,-18,-12,9,14
718,208,4,-6,17,23
1036,202,0,0,9,57
1092,202,0,0,5,94
246,206,-2,-2,8,15
180,202,-6,4,20,35
258,208,4,-2,9,25
748,220,-8,-6,16,23
202,226,4,-10,3,5
762,238,-26,-22,12,26
748,220,4,2,6,17
258,208,-2,16,11,15
690,232,-4,-6,12,15
766,226,0,0,8,10
1084,232,0,0,6,122
776,240,-4,-4,6,9
970,238,4,-2,9,16
690,232,12,6,14,19
970,238,0,0,5,14
180,242,-32,0,6,8
718,234,12,8,16,60
944,230,2,12,13,24
1028,242,0,0,3,18
702,240,4,4,16,20
1052,246,0,0,3,23
1008,248,0,0,1,26
808,250,0,0,3,9
1008,248,-6,8,18,23
176,246,-18,12,4,10
808,250,8,8,3,9
966,262,0,0,10,17
1046,264,0,0,1,10
966,262,4,4,23,32
86,250,-24,20,11,14
98,294,24,-24,9,14
718,278,6,-6,8,12
1100,276,0,0,3,34
1010,276,-4,2,20,31
