x,y,dx,dy
50,48,5,-17
489,44,2,0
50,48,-1,9
344,66,-15,-1
319,68,1,1
310,80,-2,2
39,85,1,0
39,85,10,1
534,97,-10,-5
573,111,24,-19
36,123,1,-8
36,123,-4,-2
160,125,0,-1
160,125,-1,2
391,127,0,1
476,130,1,-1
306,122,-4,8
395,146,-6,-15
476,130,-1,2
473,133,0,0
306,122,-5,12
517,136,-1,0
155,131,2,6
36,123,-5,15
481,143,-1,1
36,123,-10,25
484,150,0,0
484,152,-2,-1
484,152,0,0
478,153,0,0
538,160,2,-7
470,154,0,1
429,155,-2,1
151,159,2,1
27,165,-1,6
520,172,-1,-1
520,172,2,2
250,183,5,-2
91,180,-3,4
383,198,2,0
412,218,-3,-14
273,223,-12,6
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
