x,y,dx,dy
12,15,-1,0
279,36,14,-19
13,18,0,0
554,35,0,0
473,37,1,1
213,38,-10,5
409,64,1,0
296,98,-22,-16
159,91,9,-5
516,95,-22,-2
516,95,-2,-2
561,109,-14,-12
395,109,0,-10
118,98,14,14
174,127,0,1
464,142,-2,-1
485,142,-1,1
379,144,0,0
578,129,15,16
218,147,0,1
435,151,5,-2
218,147,-9,3
29,165,-1,8
23,164,-4,20
244,182,-2,2
226,196,24,-11
388,185,0,4
343,187,10,12
226,196,-5,4
286,204,-2,-3
429,217,-4,-5
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
