x,y,dx,dy
22,11,-1,0
23,14,-1,0
28,14,0,0
22,24,0,-1
25,25,0,0
24,30,-1,1
23,34,0,0
20,40,1,0
22,46,-2,0
462,62,1,1
213,67,1,3
14,71,-1,0
364,83,-20,-12
213,67,-1,5
213,67,4,7
18,77,0,-1
71,86,1,2
361,110,7,-5
596,103,-2,5
205,117,-2,-4
225,117,1,0
361,110,-4,7
534,141,1,0
538,144,-1,0
530,146,0,-1
534,146,0,0
530,149,0,-1
467,151,-2,-1
256,164,10,-10
256,164,17,-9
540,156,0,0
595,173,3,-2
411,202,-3,-18
488,203,-2,1
327,219,17,-11
327,219,-4,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
