x,y,dx,dy
268,17,1,-3
23,15,-1,0
21,18,1,-1
257,22,-2,0
22,23,0,0
23,33,0,1
545,40,4,-2
327,20,19,20
17,53,0,0
16,59,2,0
83,62,0,-1
234,70,-9,-9
16,62,-1,0
12,70,0,0
589,90,-5,0
589,90,-9,2
589,90,6,8
221,109,0,0
226,117,0,0
217,121,-1,0
454,124,2,-1
371,132,9,-4
533,137,0,1
527,148,0,0
529,149,0,1
589,157,4,-6
498,150,-1,2
468,150,-4,3
530,153,0,0
498,150,3,4
589,157,0,1
352,182,-2,-6
484,177,1,0
140,189,-1,-2
467,187,2,0
480,199,2,-3
44,210,2,-12
352,198,6,24
352,198,9,25
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
