x,y,dx,dy
17,13,0,0
471,17,4,-4
16,17,1,-1
19,21,0,0
18,26,-1,0
11,28,1,0
18,29,0,0
14,33,-1,0
482,37,12,-1
12,39,0,0
482,37,-2,4
119,71,-24,-3
421,97,2,1
96,99,-1,1
96,99,0,15
96,99,-23,16
163,118,0,1
180,125,1,0
473,131,0,0
316,134,-7,1
493,135,1,0
479,135,-1,4
226,139,-1,1
398,143,-6,-3
284,161,11,-11
479,153,-1,-1
35,155,0,-2
498,160,10,0
122,170,-4,6
365,181,0,1
23,192,2,-9
321,191,-23,-4
290,199,5,2
290,199,3,7
444,183,22,25
425,208,-2,4
290,199,9,14
435,221,-8,-3
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
