x,y,dx,dy
18,13,0,-1
12,16,1,0
12,21,0,0
14,28,-1,1
549,37,0,0
490,44,-2,-3
176,46,-13,-4
223,55,25,10
48,73,-18,-2
127,109,17,-4
595,128,-12,-19
549,101,14,16
216,123,-2,-4
595,128,-17,-8
28,133,-5,21
114,182,-4,-24
198,160,-1,0
404,173,-2,-12
114,182,17,-20
495,177,-19,-5
343,204,-10,-24
25,169,-3,14
218,185,16,0
567,191,-4,-3
13,220,3,-24
282,205,1,2
413,205,4,5
13,220,0,-9
598,220,-9,-9
413,205,1,8
13,220,-1,-6
13,220,2,0
425,223,-4,-1
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
