x,y,dx,dy
176,11,0,2
17,15,0,0
13,17,-1,0
17,28,0,0
139,31,-1,0
273,36,1,1
548,38,1,1
347,64,25,-1
45,87,-1,0
495,95,-8,-1
565,101,-13,-7
39,114,5,-19
495,95,13,1
495,95,16,1
565,101,-21,-4
459,97,9,3
215,112,-1,0
211,131,2,-2
211,131,1,0
520,133,1,1
320,135,1,0
213,137,1,1
222,138,-2,1
481,138,1,1
202,142,0,1
147,153,-2,0
444,187,-3,-24
558,165,0,0
536,168,1,0
496,168,10,2
550,169,0,1
417,174,5,4
294,197,3,-3
587,205,-8,-8
304,204,-6,-3
427,224,1,1
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
