x,y,dx,dy
17,16,2,-1
18,21,0,0
18,29,0,0
15,31,0,0
245,32,0,1
12,34,-1,0
12,39,0,0
316,46,-4,-6
316,46,-1,-6
281,42,0,2
316,46,1,-1
467,47,0,0
202,82,-22,-3
47,85,-4,1
147,82,21,5
287,94,-5,-2
510,91,7,3
314,102,-9,4
312,114,-1,-2
134,114,-10,3
401,122,-2,-3
179,122,0,0
137,154,19,-22
162,133,1,3
491,139,0,0
543,136,1,3
223,141,0,-1
223,141,-2,1
142,146,1,2
151,148,2,0
151,148,4,0
406,149,2,2
188,153,4,0
436,154,1,0
535,171,2,1
424,179,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
