x,y,dx,dy
248,14,16,-3
12,13,0,0
11,26,0,0
401,33,15,-5
11,30,0,0
195,42,1,-4
240,37,14,4
41,77,2,-20
307,62,1,-2
370,65,-1,0
370,65,1,2
37,94,0,0
93,111,6,-12
35,114,4,-11
575,104,-2,-1
565,106,0,-1
565,106,-14,11
207,115,2,3
294,117,-6,7
519,131,-1,-1
523,144,-1,-10
475,137,-1,0
475,137,0,2
381,146,-9,-3
150,151,-2,-4
217,148,-2,0
217,148,0,0
196,149,-1,1
277,158,0,-1
58,164,18,-2
105,185,6,-10
17,177,0,1
411,185,-6,-4
41,194,16,-9
380,200,5,-14
295,193,-14,1
274,201,-3,-3
199,209,3,-2
274,201,9,12
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
