x,y,dx,dy
60,24,-1,-1
13,35,-1,0
550,37,0,0
179,43,-17,-5
179,43,-21,-3
479,38,14,3
190,32,-25,11
538,44,-3,1
519,58,-11,-8
399,68,0,1
36,103,6,-3
553,106,-12,1
218,118,0,-2
306,136,4,-2
459,137,1,-2
306,136,3,0
459,137,0,0
481,137,1,1
195,154,21,-14
481,140,0,0
570,122,24,25
432,152,0,0
296,147,-9,10
275,162,2,-1
463,185,4,-2
356,178,-3,10
587,204,5,2
14,208,1,1
14,208,0,4
14,208,-3,6
419,211,-1,3
419,211,-6,7
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
