x,y,dx,dy
72,12,7,0
22,13,0,1
18,21,0,0
468,46,-18,-20
15,31,1,0
233,35,1,1
497,45,-9,2
281,36,20,14
331,81,-2,-13
159,60,0,14
302,77,-6,-1
36,81,1,-1
154,83,24,4
230,86,22,5
154,83,8,10
551,95,13,13
328,103,-10,8
184,125,-1,-2
332,132,-22,1
494,142,-1,-1
494,142,1,0
500,142,0,0
494,142,-1,1
505,147,-1,-1
491,148,1,-1
224,147,-8,1
500,149,2,0
553,156,1,-6
444,155,-1,-1
424,174,-9,-18
484,156,0,0
499,158,0,1
553,156,-2,3
553,156,-3,5
559,174,0,0
586,189,-1,-2
215,205,3,-1
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
