x,y,dx,dy
17,13,-1,-1
71,17,-1,-3
15,16,0,0
71,17,-2,0
24,20,1,0
14,24,-1,0
12,31,-1,0
12,31,1,0
12,36,0,0
11,39,0,0
339,100,-4,-2
182,94,-15,8
337,119,2,1
507,138,0,0
499,138,0,3
349,142,-3,1
514,142,-1,1
493,158,1,-9
432,152,-1,-1
34,174,5,-20
196,155,0,-1
250,155,-8,0
180,134,-21,25
567,171,3,-10
520,178,2,-1
579,185,6,-4
524,183,6,1
455,196,-1,0
29,204,0,-1
361,203,-17,2
475,206,-2,2
30,201,-5,24
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
