x,y,dx,dy
13,15,-1,-2
13,15,-1,1
62,19,1,0
11,24,0,-1
451,48,-20,-14
309,62,-3,0
310,71,-1,0
551,116,-18,-17
482,103,12,-2
301,109,8,-7
551,116,8,-8
35,113,-7,5
35,113,-3,6
35,113,-8,8
35,113,-4,9
307,110,-9,12
35,113,-3,13
307,110,-12,17
223,139,-3,2
126,166,15,-22
243,147,-1,0
525,151,-1,3
139,181,14,-19
289,151,-17,14
126,166,4,1
483,169,-11,-2
483,169,0,0
564,189,-21,-20
481,172,-5,-1
410,186,-5,-5
564,189,0,-7
290,197,2,-2
405,202,-2,2
79,216,-23,-9
271,229,-11,-11
271,229,-5,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
