x,y,dx,dy
16,12,1,0
21,14,-1,0
26,15,1,0
416,16,-2,-1
19,16,-1,0
232,18,-21,-1
366,21,2,-3
148,21,-5,-2
25,21,1,-1
348,45,1,-1
15,52,-1,0
15,56,-1,0
76,65,-3,0
76,65,-1,1
441,92,-1,1
571,87,17,19
224,110,-1,0
350,121,0,0
171,136,-2,-2
525,135,1,0
525,135,1,2
530,138,-1,0
50,159,4,-13
518,146,0,0
514,147,1,0
218,160,1,4
297,167,-1,-1
462,174,1,0
273,177,4,-1
350,182,-3,1
340,185,2,0
340,185,9,3
285,230,-1,-2
508,210,24,19
486,227,3,3
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
