x,y,dx,dy
19,13,-1,0
251,13,-23,11
23,31,2,-6
22,33,0,0
220,38,17,5
18,52,1,0
16,70,-1,0
591,102,2,-3
222,109,0,0
227,115,-1,0
221,119,0,2
226,123,-1,2
264,134,11,-2
453,134,2,0
533,140,1,1
551,142,1,0
532,146,0,1
486,148,-1,0
341,144,-3,5
524,151,0,-1
530,152,-1,-1
524,151,0,1
253,183,1,-25
589,158,0,0
596,170,1,-1
342,175,-1,1
383,186,-1,1
493,197,-2,-3
398,211,-3,2
299,217,-7,12
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
