x,y,dx,dy
148,14,1,2
14,17,0,0
329,22,-1,0
15,25,-1,0
14,33,0,0
245,37,15,-3
317,59,1,1
172,86,0,1
164,90,1,-1
544,97,19,-1
589,107,-16,-8
589,107,-9,8
215,112,1,4
308,114,0,2
396,124,3,-1
583,142,8,-4
213,138,-1,1
196,147,0,-1
208,147,-2,2
516,153,0,0
516,153,0,2
22,178,4,-20
508,164,1,0
558,167,0,-2
491,168,6,1
420,174,-3,-4
129,179,3,-2
429,196,-2,-3
334,194,-1,0
305,196,-1,1
430,211,-1,-1
16,229,-1,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
