x,y,dx,dy
14,13,0,1
13,17,1,0
13,20,0,0
13,20,2,0
15,25,0,0
137,36,4,-4
497,38,-1,1
326,60,0,1
173,82,23,0
42,87,0,0
410,101,3,2
213,113,-1,0
402,118,0,-1
527,130,-1,-3
219,120,-4,10
480,137,1,1
220,138,0,1
202,141,-1,-1
404,140,-2,0
202,141,-6,2
206,143,1,0
222,144,-7,0
222,144,-1,0
222,144,2,0
142,152,0,-1
594,128,-3,23
438,152,-1,1
120,176,21,-18
415,166,-10,-6
493,164,1,-1
493,164,-2,1
415,166,1,1
430,217,-6,-2
358,207,22,19
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
