x,y,dx,dy
16,11,0,0
12,14,1,0
136,20,0,1
563,41,1,0
472,45,9,-3
591,48,-18,3
472,45,-15,7
451,48,22,5
44,86,1,1
45,91,-1,-1
129,112,-21,-21
183,93,-2,2
541,113,-16,-7
407,121,2,-2
315,135,4,-11
404,126,2,3
36,131,-3,11
583,143,9,3
36,131,-6,22
26,179,0,-21
204,158,-4,3
169,167,2,0
528,172,0,-1
146,196,-23,-18
511,182,-13,-3
511,182,-11,-2
72,184,6,-3
475,190,-19,0
254,187,-5,9
287,198,4,-2
359,225,-9,-23
106,202,1,1
188,208,5,-2
471,213,5,1
420,204,-2,11
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
