x,y,dx,dy
11,17,1,-3
56,16,8,-1
11,17,1,0
12,30,1,-2
12,30,1,0
282,54,-19,-19
175,44,-2,1
295,46,3,6
306,58,1,-2
198,89,-17,2
481,97,7,-3
148,74,22,22
481,97,-13,1
300,123,2,-3
28,142,7,-21
300,123,4,-2
300,123,-1,1
383,124,1,0
88,112,-3,19
524,140,0,-3
217,141,-1,-2
522,146,0,0
297,146,-2,1
221,149,-4,-1
142,144,5,7
427,153,-2,1
136,158,-2,-2
399,162,2,1
477,165,-10,-2
477,165,-4,-2
286,151,-11,13
477,165,1,0
477,165,4,0
477,165,3,2
477,165,19,3
541,175,4,-1
262,187,-1,0
575,205,-7,-15
17,190,-1,1
432,190,3,3
575,205,-2,-8
409,212,0,1
16,197,-5,22
16,197,-5,25
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
