x,y,dx,dy
153,34,0,1
251,33,-11,4
34,118,6,-25
306,102,1,2
555,93,0,14
168,123,0,-1
206,130,1,-3
524,130,-1,-3
211,133,0,-3
211,133,2,-3
391,125,3,5
211,133,-1,-1
211,133,1,-1
246,133,0,0
400,137,2,-2
211,133,-2,3
479,136,-1,1
223,137,7,3
34,118,-7,23
400,137,3,6
213,144,5,0
213,144,0,1
180,147,0,1
436,148,0,0
541,147,8,5
165,154,3,-1
31,159,1,-5
22,158,5,0
556,159,0,3
20,187,5,-21
405,162,5,6
556,172,3,-1
257,177,-7,1
418,184,0,-1
428,181,3,2
257,177,-15,8
285,187,17,-1
257,177,-17,12
215,202,9,-6
423,207,1,4
