x,y,dx,dy
18,14,0,0
20,25,0,0
19,29,-1,1
12,36,0,0
507,43,-1,-1
507,43,-1,4
202,32,-13,20
554,52,2,0
53,83,-2,0
158,83,14,4
409,92,5,-2
158,83,14,8
536,93,0,8
536,93,23,10
41,110,2,-2
41,110,2,1
597,116,-1,0
181,126,-1,-1
181,126,0,1
165,133,-1,-5
187,128,0,0
172,130,0,-1
165,133,1,0
486,131,-1,2
597,116,-13,17
479,138,0,1
492,143,1,-4
492,143,0,0
497,149,0,-1
491,150,1,0
484,154,0,0
414,157,-1,0
470,163,-7,-3
120,177,4,-5
11,207,16,-24
11,207,15,-21
203,209,-1,-1
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
