x,y,dx,dy
11,25,2,-2
14,29,0,0
13,37,0,0
365,61,1,0
224,56,7,10
404,68,1,0
44,70,-2,11
37,108,2,-9
501,91,21,10
37,108,1,-6
566,108,-1,1
160,124,1,-2
471,134,2,-6
168,128,1,2
471,134,0,0
163,140,0,0
25,146,1,1
176,150,-4,0
396,151,-3,-1
472,152,0,-1
396,151,-1,1
477,152,0,0
472,156,2,0
472,156,-1,1
551,170,1,-1
551,170,0,1
247,187,6,-7
283,201,16,-10
335,193,0,1
78,188,-15,9
299,198,-6,4
282,207,-6,-4
588,220,-2,2
597,222,0,4
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
