x,y,dx,dy
35,11,0,0
26,18,0,0
26,23,1,-1
26,23,-1,0
592,37,-2,-4
16,54,6,-16
19,42,0,0
458,57,6,-13
75,63,-20,-14
16,54,-1,0
458,57,0,2
429,60,2,3
568,72,2,-1
355,100,-1,0
268,113,1,-7
517,121,1,-2
65,105,-8,15
65,105,-8,18
366,127,0,0
360,130,0,-1
521,134,0,2
580,135,1,1
580,135,1,6
476,146,0,0
510,152,0,0
240,136,-25,25
591,167,-3,2
392,182,-5,0
330,184,3,1
352,183,3,11
469,195,-1,-1
469,195,6,2
469,195,7,4
443,211,-9,17
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
