x,y,dx,dy
14,34,-1,-23
19,19,0,0
14,23,0,0
14,34,1,1
12,37,2,1
300,39,3,3
578,49,1,0
586,51,-1,0
519,56,12,-4
154,73,-6,-18
190,79,5,-15
434,104,-2,-18
335,105,-5,-16
437,113,2,-6
597,118,0,0
517,136,-1,1
521,147,-1,1
513,149,0,0
509,151,1,-1
524,150,0,0
510,154,0,0
523,155,-1,0
427,152,7,6
504,154,-4,9
47,149,-5,21
111,177,3,-1
107,184,6,-5
584,180,-1,1
580,189,-2,0
400,216,12,-24
373,204,23,-4
377,203,2,2
435,208,0,1
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
