x,y,dx,dy
12,29,0,0
499,55,1,-17
547,39,0,1
277,42,11,0
526,42,-1,1
536,49,1,0
409,60,1,2
169,72,1,1
390,110,3,-17
138,80,21,25
561,114,1,3
32,108,-2,16
159,127,2,0
176,131,2,-1
475,132,1,-2
173,133,0,0
397,147,-4,-10
481,143,0,-3
26,146,2,-5
159,127,0,15
481,143,0,0
26,146,-1,-1
486,145,-1,0
477,152,-1,-1
469,155,0,0
471,155,0,0
194,161,-3,-2
536,163,1,-1
548,173,-5,1
256,160,-8,22
378,197,0,-1
275,208,6,4
416,217,-3,2
416,217,-3,9
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
