x,y,dx,dy
12,20,-1,1
11,24,1,0
11,37,0,-1
267,42,0,-2
258,46,-4,-3
258,46,-3,0
543,47,-2,-1
39,89,0,1
469,106,12,-7
39,103,1,5
299,125,5,-6
304,125,0,3
475,131,1,-1
169,130,-1,1
169,130,1,1
163,139,1,3
479,144,0,0
487,144,-1,0
149,149,-2,-2
485,149,0,-1
149,149,0,1
488,151,0,0
428,157,2,-1
472,156,0,0
217,159,-12,3
551,172,1,-2
14,200,3,-11
14,200,5,-11
14,200,4,-8
14,200,-1,-1
14,200,1,-1
417,208,-2,-1
340,222,-8,-10
14,200,-1,18
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
