x,y,dx,dy
22,12,0,0
20,14,0,-1
20,16,0,0
19,18,1,0
27,19,0,-1
469,27,-1,-3
23,25,0,0
25,25,1,0
22,31,-1,0
364,40,-2,-7
22,34,0,0
236,25,-5,11
334,31,24,14
289,47,0,0
575,48,5,3
221,110,1,-3
221,110,-1,1
221,110,1,1
215,108,2,11
532,121,1,-2
213,119,0,1
529,123,1,-1
212,125,0,1
437,130,5,1
255,137,9,-5
255,137,15,-1
463,138,-21,-2
536,140,1,-1
463,138,4,9
484,149,2,-1
337,146,1,3
526,148,-1,1
480,151,-1,1
517,152,0,0
586,161,2,-4
48,181,4,-16
341,167,-2,3
48,181,-3,-5
455,181,-2,3
358,183,0,3
48,181,-3,21
48,181,-4,23
498,217,2,12
