x,y,dx,dy
21,13,0,0
28,14,0,0
19,15,0,0
22,17,0,0
27,19,0,0
20,21,0,0
24,26,0,0
20,43,0,0
17,48,-2,-1
524,41,-20,6
596,50,-2,-3
18,50,0,1
14,52,-1,0
581,51,7,6
377,62,2,1
223,71,14,7
594,103,-21,-9
594,103,-16,1
594,103,2,1
218,117,0,-1
62,115,1,6
204,125,-1,-2
218,127,-1,-2
531,127,0,0
218,127,0,1
215,131,-1,-1
531,127,-2,4
522,131,-4,1
528,129,-2,3
515,143,1,-1
534,147,0,0
153,157,5,-7
522,150,0,0
460,160,0,-6
514,160,0,0
528,165,0,0
587,166,0,-1
585,164,-3,3
587,166,-1,2
585,164,-5,5
48,176,2,0
594,176,-4,1
594,176,-2,1
161,164,5,16
297,183,-7,3
460,195,0,-1
486,196,-1,-1
37,218,0,-7
324,221,0,3
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
