x,y,dx,dy
12,15,1,0
21,14,0,1
19,16,0,1
19,19,0,0
197,18,-20,2
307,25,-12,0
15,27,0,0
20,27,0,0
24,28,0,0
505,56,0,1
524,92,24,-1
348,115,5,-10
348,115,7,-7
202,127,-4,-16
202,127,-1,-6
181,127,2,-2
139,122,3,6
510,131,21,3
580,145,0,-4
448,144,1,0
482,146,-2,1
46,164,0,1
470,173,-3,-5
594,168,0,1
468,171,0,0
585,171,2,1
470,173,3,3
394,187,24,-9
530,181,-18,-2
351,191,23,-6
345,190,4,0
349,225,-3,-5
30,225,2,-4
30,225,0,-2
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
