x,y,dx,dy
13,23,0,0
13,28,-1,0
14,33,-1,0
549,38,0,1
256,41,1,1
557,64,0,-18
224,60,2,4
559,117,-9,-13
559,117,-2,-4
86,125,-25,-3
476,128,0,0
159,134,0,-4
398,146,-2,-9
482,140,0,-2
460,140,4,-1
309,139,-2,1
481,143,0,0
147,142,4,2
484,149,0,0
170,150,2,1
472,152,0,-1
476,151,0,0
479,152,0,0
96,154,-14,0
146,156,1,0
195,179,11,-22
469,157,0,1
195,179,-10,-20
561,186,-18,-25
26,176,2,-10
17,189,6,-20
499,172,2,1
17,189,0,2
583,208,2,-7
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
