x,y,dx,dy
18,12,-1,0
12,17,0,0
16,22,-1,0
13,23,0,0
14,27,0,-1
170,44,25,-14
203,43,2,-5
539,44,-6,0
308,46,3,5
384,67,0,-1
36,82,-1,1
207,84,-1,5
483,101,3,-6
546,90,6,5
223,114,1,3
471,132,0,-1
395,131,1,1
539,136,-1,-2
539,136,0,0
488,139,-1,-1
402,137,2,4
459,141,0,0
269,149,0,0
438,153,4,-3
591,131,-6,19
438,153,-2,-1
556,168,2,-1
400,192,1,-1
16,190,4,2
16,190,0,4
585,202,6,1
66,184,15,20
16,190,3,25
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
