x,y,dx,dy
22,13,-1,0
30,17,-1,1
493,16,-3,2
251,17,0,4
474,29,-1,-6
308,19,14,6
303,47,1,-2
373,46,-1,0
466,56,0,-1
466,56,2,0
13,60,-1,0
16,62,-1,0
16,62,-4,2
12,69,0,0
212,110,-1,-3
303,104,5,3
223,109,1,-1
303,104,8,6
226,117,0,0
218,120,0,0
220,121,0,0
532,120,-1,1
532,120,-1,3
226,122,-1,3
183,130,2,1
168,152,14,-17
535,134,0,1
412,140,0,0
465,147,1,-5
532,141,0,1
535,142,0,0
524,152,0,0
479,159,-7,-3
479,159,-5,0
479,159,-3,4
481,170,2,2
482,173,6,7
279,184,-8,2
441,181,-17,5
460,184,0,3
279,184,-21,11
484,205,0,-7
517,213,3,0
379,201,-4,20
44,200,0,22
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
