x,y,dx,dy
12,12,0,0
13,15,0,0
17,16,0,0
145,18,0,1
14,20,0,0
472,20,-1,2
15,27,0,-1
146,44,3,0
502,49,-4,-3
521,54,0,0
521,54,4,1
50,74,1,1
50,74,-8,5
325,76,-6,4
50,74,-22,10
42,117,3,-11
576,122,1,-2
212,122,0,1
311,132,6,-8
217,132,-1,-7
217,132,1,-1
149,147,0,-1
527,147,-1,-1
408,150,0,-3
206,153,-3,-1
408,150,0,3
226,153,2,1
24,183,1,-8
114,191,10,-9
86,204,-14,-13
282,192,1,-1
181,194,-6,4
220,210,20,-11
401,207,2,1
401,207,-15,2
220,210,-2,3
433,228,-2,-7
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
