x,y,dx,dy
22,12,0,1
21,16,0,0
28,19,-1,0
27,24,1,0
25,26,0,0
22,36,0,0
209,42,2,-1
82,43,1,0
13,65,0,0
509,109,10,-11
446,121,-7,-18
509,109,-10,-5
211,114,2,-7
219,116,0,0
227,116,1,0
209,120,1,2
363,114,-4,9
348,127,4,0
531,126,0,1
56,147,4,-15
485,134,-3,4
510,146,3,1
533,147,0,0
483,151,-1,0
534,151,1,0
461,156,-1,-1
514,156,0,1
532,157,0,0
461,156,5,2
533,161,-1,0
555,172,3,2
155,166,-12,14
139,188,1,-5
488,194,-3,-5
379,190,-2,4
257,192,-6,6
39,210,3,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
