x,y,dx,dy
35,11,0,0
88,31,6,-14
258,21,1,-1
318,22,-11,0
23,23,-1,0
25,24,0,0
88,31,0,-1
23,30,0,1
538,39,17,-1
589,41,-1,-1
18,46,1,0
15,52,0,0
21,48,-3,13
471,49,-4,12
15,62,0,0
452,80,-2,5
589,98,5,2
360,95,25,8
149,84,22,20
233,109,-1,0
217,116,-3,-5
221,115,0,0
445,90,10,25
221,118,0,-1
227,117,0,1
184,130,-1,-1
195,131,2,1
535,135,0,0
552,141,0,0
525,143,-1,-1
468,147,-3,-4
529,144,-1,0
518,151,0,0
540,154,0,0
477,160,-1,0
571,165,-2,-1
482,165,6,5
457,182,0,-1
259,192,9,-7
369,187,-6,3
369,187,14,5
497,221,2,5
42,209,-3,18
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
