x,y,dx,dy
36,11,-1,0
29,13,1,0
28,18,0,0
19,19,1,0
23,25,2,-1
496,36,1,1
369,43,-15,1
15,52,0,0
469,59,1,0
16,62,-1,0
236,67,-11,2
150,79,0,-1
451,101,1,-21
465,97,1,8
222,113,-1,2
221,117,0,1
534,118,-2,3
221,121,0,1
214,123,0,0
498,128,2,-2
310,129,-3,-1
534,136,1,-1
315,136,4,2
65,137,-1,2
459,142,-1,-3
535,141,0,-1
533,144,-1,-1
527,141,2,3
533,144,0,1
485,147,2,0
594,149,0,1
529,153,-3,0
529,153,-1,0
529,153,1,0
469,152,-1,2
589,156,-1,0
527,158,-1,-1
595,170,-2,0
493,195,0,1
374,224,2,-3
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
