x,y,dx,dy
14,11,-2,0
14,11,0,0
14,21,0,0
584,20,2,5
11,28,0,1
15,30,-1,0
13,34,0,-1
553,34,0,0
467,36,1,-1
163,34,-22,3
480,39,13,2
311,50,-2,-2
169,90,9,-4
544,98,6,3
392,84,0,24
176,128,0,0
485,139,0,0
487,139,0,0
69,141,-4,3
403,147,0,0
477,148,-1,-1
477,148,0,1
536,153,2,-4
433,151,1,-1
110,156,4,-5
433,151,-1,0
471,153,0,0
536,153,0,0
471,155,1,0
84,185,-2,-1
25,169,-5,20
444,195,17,12
215,205,-25,3
344,197,5,12
581,211,16,-1
390,205,3,7
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
