x,y,dx,dy
12,12,0,0
19,21,-1,0
11,28,1,0
18,29,0,0
13,31,0,1
561,33,0,0
12,35,0,0
243,36,0,0
243,36,-21,1
12,39,0,0
494,40,2,2
469,45,-2,1
190,35,-8,14
539,59,0,0
532,79,-1,0
204,84,9,-3
303,94,-4,-5
39,102,4,3
407,99,1,8
578,117,17,6
473,133,1,-2
491,137,0,-1
491,139,0,0
502,140,0,0
142,147,0,-1
439,152,5,-3
550,156,2,5
415,164,-1,-2
556,166,-2,1
127,165,13,9
430,178,0,-1
230,195,23,-12
393,187,1,-1
324,196,-22,-4
21,208,-5,13
290,230,-2,-3
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
