x,y,dx,dy
11,20,1,0
11,24,0,0
11,28,0,0
11,33,1,0
12,37,-1,0
174,46,-13,-8
550,97,-1,7
127,97,6,12
303,116,-6,4
127,97,-6,25
161,142,-2,-17
474,130,1,-2
581,134,-11,-6
169,132,0,-2
476,128,-1,3
161,142,-4,-9
297,135,0,2
472,138,0,0
164,141,-1,-2
478,144,1,0
486,144,1,0
497,146,0,0
499,147,0,0
148,147,1,2
252,149,3,0
485,150,0,-1
393,148,0,3
485,150,1,1
435,154,1,-1
475,153,-1,0
581,134,12,22
442,163,-2,-3
504,174,1,0
134,161,-19,20
22,186,0,-2
22,186,0,2
287,207,-6,-10
22,186,-8,14
269,228,-3,-14
269,228,-2,-4
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
