x,y,dx,dy
15,18,0,0
13,19,-1,0
245,37,7,-2
279,44,-2,-2
425,68,-1,1
425,68,1,1
47,86,-1,-2
559,113,23,2
559,113,9,5
510,119,-1,0
598,143,-11,-24
321,130,8,-10
598,143,-8,-21
598,143,-3,-19
598,143,-9,-15
321,130,-3,3
560,136,1,0
321,130,-2,8
598,143,-11,-3
543,146,1,4
148,156,-1,-2
224,155,-2,0
452,157,-1,0
560,177,5,-2
560,177,3,-1
284,178,2,-1
284,178,-1,3
258,186,-1,1
427,198,0,-2
456,196,4,3
433,218,4,-14
344,205,0,0
448,209,-2,-3
456,196,8,10
433,218,2,-9
433,218,2,-6
334,220,0,-2
433,218,1,1
433,218,5,2
1,1,0,0
1,1,0,0
