x,y,dx,dy
13,19,-2,0
12,22,0,0
11,26,2,0
14,31,-2,0
11,35,1,0
433,46,-16,-11
335,76,-12,-12
543,70,-1,0
125,83,-7,-2
125,83,16,8
293,106,-16,-14
40,92,-4,2
293,106,-1,1
551,113,6,2
169,129,0,1
480,142,1,0
487,143,-1,1
171,144,-4,2
379,149,-6,-2
298,154,10,-6
540,153,1,-5
472,152,0,-1
439,152,0,0
298,154,-2,-1
573,128,21,25
399,160,-2,-3
379,149,11,9
415,179,-13,-10
549,172,2,-1
24,176,-5,5
276,183,4,-2
24,176,-1,7
269,189,-1,1
408,206,1,-4
233,195,-19,9
594,216,-3,-4
333,220,-8,10
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
