x,y,dx,dy
16,11,0,1
18,14,0,0
13,14,0,1
81,12,-3,5
19,17,-2,1
17,27,1,-1
18,31,0,-1
519,36,-1,0
244,38,-17,1
281,35,0,4
420,68,1,0
529,97,-16,-4
315,105,-14,-9
529,97,-5,2
529,97,-14,3
315,105,-8,-1
422,99,-7,9
314,118,2,-3
587,124,5,0
184,127,0,0
169,132,-1,1
490,139,1,0
395,140,2,0
487,151,0,0
489,151,0,0
549,152,0,-1
36,150,0,4
563,172,1,-2
558,172,-1,0
584,202,-13,-25
257,185,4,2
475,187,6,0
26,186,-4,8
26,186,-5,11
16,215,3,-3
16,215,-1,5
16,215,0,9
433,221,11,6
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
