x,y,dx,dy
11,17,1,0
12,25,0,0
52,33,5,-4
52,33,0,-1
52,33,-7,0
52,33,10,0
52,33,1,1
491,42,1,0
181,38,-8,9
505,101,9,2
546,97,-9,9
217,125,-1,-2
217,125,1,2
529,137,0,0
529,137,1,2
462,142,-1,0
282,164,8,-10
282,164,4,-8
136,156,1,1
145,159,-3,-1
533,154,-2,8
415,179,-15,-16
526,166,0,2
551,170,0,0
415,179,-9,-7
415,179,-4,-7
551,170,-6,2
20,174,-1,8
287,184,0,0
249,189,-3,4
84,178,-9,24
279,203,5,9
297,203,-3,10
277,227,-14,-7
301,216,4,5
277,227,-3,1
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
