x,y,dx,dy
16,11,1,0
12,12,0,0
12,15,-1,0
12,15,1,0
15,19,1,0
23,20,0,0
97,13,-3,14
21,29,0,-1
19,38,0,0
251,35,-2,3
18,41,-1,0
587,49,1,2
407,61,-1,-1
358,92,-20,-19
199,89,-3,-2
75,83,-4,5
199,89,-10,-1
67,97,-4,13
344,138,-1,-3
521,139,1,-2
208,140,-1,0
531,152,-1,1
520,155,0,0
516,158,0,0
512,159,-1,1
51,161,-7,9
271,176,-1,-1
580,176,0,-1
322,174,-6,6
51,161,-12,21
461,177,6,5
51,161,-11,24
38,211,0,-23
38,211,-1,-21
326,190,1,0
338,205,-3,2
463,217,2,9
478,226,1,1
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
