x,y,dx,dy
14,11,-1,0
14,19,0,-1
18,20,0,0
14,26,0,0
152,66,9,23
123,85,-19,5
519,95,4,-5
519,95,23,0
41,99,-2,0
308,104,0,-2
596,121,-24,-8
596,121,-24,-5
596,121,-23,-2
596,121,1,4
157,139,-2,-13
596,121,-23,5
596,121,-23,13
151,140,-2,-5
596,121,-16,14
398,138,-1,0
486,138,0,0
596,121,-2,17
535,147,-1,3
66,162,-12,-9
186,155,-10,2
382,160,-8,-3
482,176,0,0
330,197,0,0
346,201,-6,-1
226,194,-12,10
389,223,6,-4
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
