x,y,dx,dy
13,18,2,-1
63,24,0,-7
15,22,0,0
181,30,-1,-1
12,33,-1,1
63,24,-6,14
313,50,-1,-2
415,95,-4,8
415,95,-9,11
317,110,-7,14
176,126,0,0
30,152,3,-23
472,131,0,0
259,133,1,2
470,136,0,0
449,135,-6,4
539,151,0,-12
487,141,0,0
539,151,1,-8
26,158,0,-11
26,158,-1,-8
442,150,1,0
458,156,0,0
547,153,0,5
509,170,-11,-4
552,169,4,-2
552,169,-2,1
175,176,10,-1
249,183,1,-1
19,185,1,1
249,183,-5,5
577,201,2,-9
471,215,-23,-19
577,201,-4,-5
293,203,0,-2
423,203,-2,-1
577,201,4,1
474,218,-23,-13
92,203,-4,3
471,215,-8,-9
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
