x,y,dx,dy
71,12,3,-1
71,12,-5,1
11,20,1,0
11,20,4,0
14,23,0,0
13,28,0,0
43,45,14,-13
510,46,4,3
407,69,1,-1
372,90,-1,1
466,101,8,3
531,97,-24,8
217,119,0,1
217,119,2,4
466,133,-1,3
532,137,0,2
400,144,0,-2
483,143,0,0
26,151,-2,0
435,154,1,0
144,158,-3,-1
144,158,-1,-1
598,160,-5,-1
163,163,4,-2
388,149,15,22
516,171,-3,0
491,173,-2,0
555,175,3,-2
509,174,-1,0
509,174,4,1
415,191,1,0
364,206,-22,-12
579,199,2,-1
421,211,-7,-7
242,191,-25,14
11,216,1,-7
579,199,-2,11
11,216,0,-4
11,216,3,1
11,216,3,4
251,220,0,1
11,216,5,9
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
