x,y,dx,dy
19,25,-3,-8
12,29,1,0
11,32,0,0
288,36,1,1
544,39,-24,-2
464,40,-1,0
489,38,-2,4
165,45,-1,-1
522,48,2,1
529,95,-24,-5
529,95,-5,-3
529,95,3,-3
529,95,18,-1
318,111,-2,3
165,128,0,-3
41,108,-3,24
240,134,0,2
492,139,0,0
494,139,0,0
273,146,-2,-1
209,143,3,3
145,148,1,0
446,149,-2,1
481,154,0,0
439,157,0,-1
562,166,0,-1
552,165,-2,1
557,169,-4,0
115,179,3,-6
279,180,3,-1
590,225,8,-3
283,228,2,-1
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
