x,y,dx,dy
16,12,1,-1
281,32,22,-18
16,17,0,-1
15,24,0,0
18,30,0,0
468,38,1,0
12,40,0,0
219,54,-4,0
169,70,-1,0
193,82,-7,-4
51,86,-2,0
137,96,3,-5
564,97,-11,5
314,105,1,0
320,104,0,1
211,121,0,1
181,124,0,0
181,127,1,0
32,142,3,-8
32,142,0,-2
32,142,-3,0
545,143,0,2
32,142,0,6
441,150,0,0
483,150,0,0
482,153,1,0
596,140,-8,13
32,142,-3,13
120,175,22,-20
26,187,5,-22
26,187,2,-12
120,175,2,1
550,174,-1,2
238,191,22,-13
120,175,-4,5
238,191,20,-8
98,185,-3,1
238,191,9,-2
238,191,7,0
288,202,1,-2
215,201,-1,1
19,206,-6,19
