x,y,dx,dy
16,20,0,0
223,38,23,0
218,43,-1,-2
42,80,0,1
166,86,-4,5
550,99,-20,-7
550,99,-8,6
210,115,-1,-1
572,112,7,3
398,109,0,7
572,112,4,5
210,115,3,5
204,121,1,0
27,140,7,-18
204,121,1,2
572,112,21,11
399,127,-1,0
572,112,13,21
528,135,0,-1
27,140,0,-1
31,140,0,0
157,156,-7,-10
203,148,2,0
223,149,1,1
525,156,-1,-4
157,156,-1,-3
409,161,0,-1
552,170,-1,0
379,202,-21,-13
504,168,16,23
293,209,-12,-6
420,206,4,-2
307,210,0,-2
427,216,0,-5
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
