x,y,dx,dy
15,11,2,0
13,18,0,0
16,23,-1,0
16,26,0,0
196,29,-19,-2
156,27,-2,3
136,31,0,0
136,31,-2,1
237,36,-21,-3
12,33,-1,1
547,37,3,1
412,60,-1,-1
539,96,-14,-10
539,96,-21,-7
40,100,1,-2
401,118,1,1
587,119,10,0
524,125,0,0
516,129,0,-2
209,130,0,-2
316,132,3,-1
479,135,0,-1
534,136,0,-2
531,137,-1,0
531,137,0,2
200,140,0,0
152,145,-2,-4
152,145,2,3
572,175,-16,-12
429,182,-2,-3
288,178,-5,2
298,194,-7,-5
328,189,1,3
421,198,2,4
17,192,-5,21
292,206,2,22
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
