x,y,dx,dy
12,19,1,0
13,32,-2,-9
11,30,0,0
13,32,0,1
181,46,-17,-8
181,46,-22,-3
181,46,1,-3
531,50,-2,1
561,62,5,-3
376,65,-1,0
445,55,-6,19
152,91,14,0
554,116,2,8
153,132,-1,-5
176,128,0,0
168,128,0,2
398,143,-4,-8
485,142,-1,0
484,147,0,1
472,151,0,-1
200,151,5,1
140,152,-1,1
433,155,-1,-1
484,155,-2,-1
537,155,0,0
474,156,0,0
484,155,-1,1
597,162,-1,-2
441,162,-3,0
502,168,1,1
504,172,-8,-2
408,174,-4,-3
558,179,2,-1
562,184,0,4
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
