x,y,dx,dy
69,25,-5,-13
15,17,-1,0
69,25,-2,-5
13,29,1,0
322,73,-1,-1
215,112,-2,-2
215,112,-1,0
215,112,1,3
36,125,-1,-8
224,122,0,1
171,125,0,0
224,122,-3,3
535,140,-1,-6
316,136,1,-1
583,112,12,25
481,138,0,1
535,140,0,0
228,144,-1,0
205,146,1,0
226,145,1,1
36,125,-7,25
28,163,-4,6
421,180,-5,-3
28,163,-5,15
247,183,7,-5
19,204,-6,-17
19,204,1,-14
19,204,-3,-11
19,204,1,-11
590,200,-7,-5
19,204,-8,-7
590,200,-17,-3
19,204,3,-6
227,199,3,3
292,223,-10,-19
19,204,-6,2
19,204,-5,8
19,204,0,25
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
