x,y,dx,dy
83,33,6,-18
34,17,0,0
18,18,0,0
12,19,1,0
23,20,0,0
20,36,0,0
471,37,-1,0
18,42,0,0
522,46,-1,0
80,59,2,1
364,62,1,-2
456,72,0,0
166,96,16,6
353,114,-1,1
71,98,-14,21
214,123,-1,1
193,130,-3,-1
211,130,0,0
201,133,1,0
530,152,0,-1
516,154,1,0
519,153,0,1
96,153,-10,4
520,157,-1,0
335,153,-4,5
518,163,-1,-2
514,164,0,1
592,182,1,-2
592,182,-2,0
592,182,0,0
44,175,-1,11
474,230,1,-5
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
