x,y,dx,dy
14,14,1,0
13,19,0,0
140,16,-2,4
16,24,0,0
11,27,1,0
271,32,0,-3
14,32,0,-1
474,34,24,3
385,60,-19,-5
310,92,-21,-15
167,85,10,3
310,105,6,-9
543,105,11,-8
543,105,-1,-7
543,105,17,2
205,120,-1,-2
205,120,1,0
102,116,11,6
169,123,0,1
517,132,1,-1
215,126,-3,10
201,141,0,-1
196,146,0,1
140,150,0,0
437,151,3,-1
437,151,0,0
152,154,-1,-1
82,158,1,-4
431,181,4,-24
445,156,7,3
409,164,10,6
544,173,1,-1
387,181,-14,-3
420,182,-3,-2
420,182,0,0
23,174,-2,9
572,183,0,4
398,190,5,-1
307,201,3,24
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
