x,y,dx,dy
11,29,0,0
453,47,1,-1
547,62,4,-1
402,68,0,0
525,107,5,-7
32,114,-19,-11
564,126,-11,-17
388,127,2,1
158,137,0,-4
158,137,0,2
308,146,3,-2
474,152,0,-1
25,168,2,-15
536,165,4,-10
426,158,2,-1
536,165,2,-4
408,174,-8,-12
536,165,-1,3
497,173,-6,-2
497,173,-3,-1
544,174,0,0
544,174,2,1
549,175,-1,0
408,174,-3,2
504,177,0,0
429,190,5,3
399,207,3,-7
598,216,-5,-5
414,213,-1,3
16,197,-3,25
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
