x,y,dx,dy
12,17,0,0
291,60,-3,-4
509,63,18,-6
43,59,-1,2
509,63,2,6
301,79,-4,-1
43,59,-8,22
76,88,1,0
557,124,-21,-25
482,106,-12,-1
519,104,3,1
519,104,-7,4
482,106,8,3
519,104,-5,10
519,104,5,11
372,121,6,5
27,115,1,14
557,124,8,5
27,115,0,17
27,115,-7,19
537,136,0,1
27,115,0,23
458,139,-2,3
454,143,-1,4
472,148,1,0
378,160,9,4
130,166,0,1
130,166,4,1
535,179,4,-2
392,184,2,-4
481,180,12,3
392,184,2,2
201,194,-6,6
274,213,8,-6
300,210,0,0
403,227,2,-5
403,227,7,1
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
