x,y,dx,dy
12,28,1,-1
242,35,1,1
533,49,1,1
308,57,-3,-2
544,69,0,0
121,81,12,-2
121,81,-3,-1
121,81,12,4
121,81,15,4
163,98,15,-8
163,98,-10,-5
469,105,-15,-1
476,127,0,0
476,127,-1,2
159,135,0,0
479,143,0,0
481,143,0,1
261,159,21,-11
478,149,1,0
485,149,-1,0
474,153,0,-1
178,153,0,0
138,155,6,0
471,158,1,-2
471,158,-1,1
552,169,0,-2
548,172,-2,-1
548,172,1,-1
71,177,6,-5
107,187,9,-8
486,189,10,6
243,191,-19,10
208,212,9,-3
198,209,-1,1
594,224,-7,-6
89,208,-6,11
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
