x,y,dx,dy
13,28,-2,-1
13,28,1,-1
42,47,15,-14
437,39,-20,-6
12,35,-1,0
492,43,1,-1
49,69,-9,24
180,129,0,0
168,129,1,2
163,137,0,3
480,143,1,-2
480,143,0,1
478,149,0,0
486,150,-1,-1
486,150,0,1
479,153,-1,0
470,154,0,0
283,157,11,-1
470,158,1,-1
429,164,10,-5
470,158,-1,1
404,169,-1,-7
460,162,1,1
553,172,0,-2
553,172,0,0
79,176,1,-1
552,178,4,-3
16,189,-1,-11
556,186,3,-5
16,189,0,-1
244,183,-6,5
424,194,1,10
377,204,-1,1
214,203,-20,3
261,226,-10,-9
261,226,-9,-6
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
