x,y,dx,dy
14,11,0,1
13,18,1,-1
57,34,8,-14
12,24,0,0
485,38,-20,-4
468,34,0,0
57,34,-13,1
57,34,3,1
495,36,-2,-1
298,46,17,-4
48,68,1,-22
186,75,25,-25
407,63,1,0
48,87,-1,-2
306,92,-6,6
398,116,-5,-7
210,108,1,2
210,108,1,4
105,99,14,18
168,120,0,0
171,121,0,0
105,99,1,24
197,145,-11,-21
527,135,-1,-9
152,142,-5,-8
152,142,-4,-5
583,132,4,9
152,142,2,0
152,142,2,2
440,147,-2,0
583,132,14,22
500,157,1,0
556,164,1,0
549,165,-1,1
562,169,-2,1
581,189,-5,-2
313,212,-2,-1
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
