x,y,dx,dy
22,15,0,0
21,18,0,0
29,18,0,0
23,24,0,0
261,21,9,3
24,27,0,0
23,30,0,-1
23,34,-1,0
92,35,0,3
527,35,12,3
21,41,-1,0
86,48,-2,-2
372,47,0,0
17,49,0,0
20,52,-2,0
17,55,0,0
15,58,-1,0
80,76,0,1
465,93,3,-1
223,109,-1,1
226,118,0,0
530,121,1,-2
151,124,3,-3
184,129,1,1
524,135,0,1
533,137,-1,-1
454,136,1,2
466,152,-4,-10
528,142,0,1
527,144,0,1
533,137,4,8
488,145,-4,2
466,152,1,-3
527,153,0,0
458,140,8,19
55,152,-4,11
311,169,4,1
596,170,1,0
55,152,-4,19
492,184,-2,-6
492,184,-1,-4
523,180,-1,1
392,207,-25,19
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
